,ID,PredictedProb
66473,133242,0.79
66474,133245,0.73
66475,133249,0.58
66476,133250,0.87
66477,133251,0.85
66478,133253,0.73
66479,133255,0.56
66480,133256,0.71
66481,133257,0.79
66482,133263,0.97
66483,133273,0.55
66484,133274,0.79
66485,133279,0.61
66486,133280,0.7
66487,133283,0.98
66488,133284,0.69
66489,133285,0.77
66490,133286,0.37
66491,133288,0.74
66492,133289,0.69
66493,133292,0.83
66494,133293,0.68
66495,133295,0.96
66496,133300,0.74
66497,133303,0.74
66498,133304,0.94
66499,133305,0.94
66500,133307,0.57
66501,133308,0.43
66502,133310,0.99
66503,133312,0.9
66504,133321,0.95
66505,133322,0.78
66506,133323,0.72
66507,133324,0.69
66508,133327,0.73
66509,133329,0.92
66510,133333,0.65
66511,133334,0.7
66512,133336,0.77
66513,133337,0.78
66514,133340,0.7
66515,133341,0.58
66516,133343,0.79
66517,133344,0.74
66518,133347,0.87
66519,133348,0.97
66520,133351,0.72
66521,133352,0.65
66522,133354,0.54
66523,133355,0.85
66524,133356,0.75
66525,133357,0.79
66526,133358,0.78
66527,133359,0.61
66528,133362,0.63
66529,133366,0.74
66530,133369,0.66
66531,133370,0.97
66532,133371,0.74
66533,133373,0.97
66534,133376,0.77
66535,133377,0.82
66536,133379,0.59
66537,133380,0.7
66538,133382,0.86
66539,133386,0.53
66540,133387,0.52
66541,133388,0.9
66542,133390,0.7
66543,133391,0.56
66544,133392,0.92
66545,133393,0.42
66546,133394,0.73
66547,133396,0.83
66548,133398,0.72
66549,133399,0.95
66550,133401,0.97
66551,133403,0.85
66552,133404,0.73
66553,133406,0.93
66554,133408,0.54
66555,133409,0.66
66556,133411,0.76
66557,133414,0.66
66558,133415,0.72
66559,133416,0.3
66560,133417,0.56
66561,133418,0.92
66562,133419,0.59
66563,133421,0.88
66564,133428,0.85
66565,133431,0.74
66566,133433,0.48
66567,133435,0.98
66568,133436,0.42
66569,133441,0.31
66570,133442,0.8
66571,133444,0.9
66572,133446,0.58
66573,133447,0.86
66574,133449,0.93
66575,133450,0.65
66576,133451,0.9
66577,133454,0.61
66578,133458,0.8
66579,133460,0.51
66580,133462,0.71
66581,133463,0.75
66582,133464,0.76
66583,133465,0.93
66584,133467,0.77
66585,133468,0.89
66586,133469,0.83
66587,133471,0.91
66588,133473,0.77
66589,133476,0.91
66590,133477,0.87
66591,133479,0.45
66592,133481,0.87
66593,133482,0.34
66594,133483,0.89
66595,133486,0.59
66596,133487,0.84
66597,133490,0.74
66598,133493,0.75
66599,133494,0.43
66600,133495,0.61
66601,133496,0.76
66602,133499,0.76
66603,133500,0.72
66604,133502,0.62
66605,133504,0.8285476190476192
66606,133506,0.92
66607,133507,0.87
66608,133508,0.88
66609,133509,0.94
66610,133512,0.62
66611,133514,0.91
66612,133518,0.93
66613,133519,0.78
66614,133522,0.47
66615,133524,0.61
66616,133525,0.64
66617,133526,0.87
66618,133527,0.6
66619,133530,0.7
66620,133531,0.95
66621,133532,0.8
66622,133537,0.92
66623,133539,0.91
66624,133540,0.76
66625,133543,0.76
66626,133545,0.97
66627,133546,0.93
66628,133547,0.86
66629,133550,0.89
66630,133560,0.69
66631,133561,0.92
66632,133565,0.69
66633,133567,0.5
66634,133568,0.88
66635,133569,0.67
66636,133570,0.9
66637,133571,0.78
66638,133576,0.88
66639,133578,0.89
66640,133579,0.77
66641,133580,0.88
66642,133581,0.76
66643,133582,0.77
66644,133584,0.95
66645,133585,0.48
66646,133586,0.17
66647,133589,0.91
66648,133590,0.79
66649,133593,0.56
66650,133594,0.81
66651,133596,0.88
66652,133597,0.87
66653,133602,0.86
66654,133603,0.73
66655,133604,0.67
66656,133605,0.69
66657,133606,0.85
66658,133608,0.68
66659,133609,0.69
66660,133613,0.85
66661,133615,0.72
66662,133617,0.91
66663,133618,0.93
66664,133621,0.95
66665,133622,0.69
66666,133623,0.7
66667,133624,0.42
66668,133625,0.85
66669,133626,1.0
66670,133628,0.86
66671,133629,0.86
66672,133630,0.77
66673,133632,0.89
66674,133634,0.95
66675,133636,0.86
66676,133637,0.85
66677,133638,0.8
66678,133640,0.74
66679,133645,0.89
66680,133649,0.82
66681,133652,0.7
66682,133656,0.69
66683,133658,0.96
66684,133659,0.77
66685,133661,0.63
66686,133662,0.69
66687,133663,0.75
66688,133664,0.95
66689,133665,0.75
66690,133667,0.77
66691,133668,0.81
66692,133669,0.81
66693,133671,0.79
66694,133673,0.66
66695,133674,0.72
66696,133676,0.94
66697,133679,0.82
66698,133681,0.42
66699,133682,0.78
66700,133683,0.75
66701,133684,0.78
66702,133685,0.63
66703,133688,0.66
66704,133689,0.25
66705,133696,0.48
66706,133698,0.78
66707,133699,0.8
66708,133702,0.89
66709,133703,0.82
66710,133709,0.63
66711,133710,0.95
66712,133711,0.58
66713,133712,0.85
66714,133714,0.65
66715,133715,0.62
66716,133716,0.92
66717,133717,0.65
66718,133718,0.77
66719,133722,0.69
66720,133723,0.81
66721,133724,0.82
66722,133727,0.9
66723,133730,0.77
66724,133733,0.78
66725,133737,0.74
66726,133738,0.89
66727,133741,0.88
66728,133744,0.68
66729,133746,0.93
66730,133747,0.85
66731,133748,0.68
66732,133750,0.53
66733,133755,0.89
66734,133756,0.96
66735,133760,0.6
66736,133761,0.74
66737,133763,0.98
66738,133765,0.5
66739,133767,0.89
66740,133770,0.74
66741,133771,0.81
66742,133773,0.96
66743,133774,0.6
66744,133775,0.69
66745,133776,0.66
66746,133777,0.74
66747,133782,0.55
66748,133783,0.93
66749,133784,0.9
66750,133788,0.8566666666666667
66751,133791,0.86
66752,133792,0.93
66753,133796,0.34
66754,133798,0.91
66755,133799,0.87
66756,133800,0.72
66757,133801,0.74
66758,133802,0.86
66759,133805,0.86
66760,133806,0.87
66761,133809,0.79
66762,133811,0.45
66763,133812,0.9
66764,133814,0.56
66765,133815,0.67
66766,133817,0.86
66767,133819,0.79
66768,133820,0.97
66769,133821,0.9
66770,133825,0.39
66771,133827,0.53
66772,133830,0.76
66773,133831,0.92
66774,133832,0.71
66775,133833,0.84
66776,133838,0.8
66777,133839,0.96
66778,133842,0.53
66779,133845,0.95
66780,133847,0.75
66781,133848,0.66
66782,133851,0.86
66783,133855,0.69
66784,133856,0.93
66785,133857,0.38
66786,133858,0.85
66787,133860,0.73
66788,133862,0.58
66789,133863,0.83
66790,133866,0.62
66791,133870,0.89
66792,133871,0.47
66793,133873,0.9
66794,133875,0.81
66795,133876,0.67
66796,133879,0.88
66797,133880,0.8485476190476191
66798,133881,0.78
66799,133883,0.56
66800,133884,0.84
66801,133888,0.91
66802,133889,0.76
66803,133891,0.57
66804,133892,0.68
66805,133893,0.42
66806,133894,0.72
66807,133895,0.82
66808,133896,0.83
66809,133897,0.88
66810,133898,0.76
66811,133899,0.71
66812,133900,0.82
66813,133902,0.86
66814,133904,0.58
66815,133906,0.86
66816,133910,0.72
66817,133911,0.7
66818,133913,0.57
66819,133917,0.74
66820,133918,0.82
66821,133921,0.99
66822,133922,0.9
66823,133923,0.88
66824,133924,0.8
66825,133927,0.79
66826,133929,0.85
66827,133931,0.97
66828,133935,0.6
66829,133936,0.91
66830,133937,0.66
66831,133939,0.7
66832,133941,0.53
66833,133942,0.91
66834,133943,0.73
66835,133944,0.76
66836,133946,0.54
66837,133947,0.74
66838,133952,0.81
66839,133953,0.84
66840,133954,0.65
66841,133957,0.54
66842,133958,0.64
66843,133959,0.32
66844,133961,0.74
66845,133962,0.82
66846,133964,0.76
66847,133966,0.87
66848,133969,0.74
66849,133974,0.84
66850,133975,0.9
66851,133979,0.72
66852,133980,0.7
66853,133982,0.78
66854,133983,0.75
66855,133985,0.81
66856,133992,0.75
66857,133995,0.62
66858,133998,0.78
66859,134002,0.85
66860,134004,0.89
66861,134006,0.97
66862,134007,0.85
66863,134008,0.59
66864,134014,0.79
66865,134015,0.57
66866,134016,0.8
66867,134017,0.79
66868,134019,0.52
66869,134020,0.51
66870,134021,0.63
66871,134025,0.86
66872,134026,0.73
66873,134027,0.75
66874,134029,0.97
66875,134031,0.96
66876,134032,0.35
66877,134033,0.96
66878,134036,0.74
66879,134037,0.72
66880,134038,0.92
66881,134039,0.69
66882,134040,0.88
66883,134041,0.66
66884,134042,0.78
66885,134044,0.96
66886,134045,0.73
66887,134048,0.79
66888,134051,0.6
66889,134052,0.88
66890,134053,0.78
66891,134055,0.92
66892,134056,0.75
66893,134058,0.76
66894,134060,0.71
66895,134061,0.55
66896,134062,0.85
66897,134063,0.72
66898,134064,0.74
66899,134065,0.52
66900,134067,0.93
66901,134071,0.64
66902,134072,0.89
66903,134079,0.86
66904,134083,0.89
66905,134084,0.89
66906,134086,0.51
66907,134091,0.9
66908,134092,0.72
66909,134093,0.78
66910,134095,0.85
66911,134096,0.83
66912,134098,0.8
66913,134099,0.55
66914,134101,0.74
66915,134102,0.47
66916,134103,0.94
66917,134104,0.77
66918,134105,0.83
66919,134106,0.53
66920,134107,0.86
66921,134110,0.58
66922,134111,0.87
66923,134113,0.93
66924,134119,0.62
66925,134122,0.62
66926,134124,0.87
66927,134125,0.88
66928,134126,0.77
66929,134127,0.73
66930,134129,0.87
66931,134131,0.71
66932,134134,0.89
66933,134138,0.75
66934,134140,0.69
66935,134141,0.76
66936,134144,0.54
66937,134147,0.71
66938,134148,0.88
66939,134149,0.51
66940,134150,0.83
66941,134151,0.73
66942,134154,0.83
66943,134156,0.78
66944,134162,0.63
66945,134163,0.95
66946,134165,0.93
66947,134166,0.37
66948,134167,0.81
66949,134168,0.91
66950,134172,0.95
66951,134174,0.59
66952,134175,0.55
66953,134176,0.78
66954,134177,0.91
66955,134178,0.71
66956,134183,0.86
66957,134184,0.72
66958,134189,0.87
66959,134191,0.85
66960,134193,0.7
66961,134194,0.69
66962,134195,0.97
66963,134196,0.66
66964,134197,0.86
66965,134198,0.72
66966,134201,0.8
66967,134204,0.86
66968,134207,0.82
66969,134208,0.87
66970,134209,0.62
66971,134211,0.92
66972,134214,0.57
66973,134217,0.7
66974,134219,0.84
66975,134221,0.75
66976,134226,0.74
66977,134228,1.0
66978,134229,0.44
66979,134232,0.78
66980,134233,0.99
66981,134235,0.83
66982,134239,0.67
66983,134241,0.72
66984,134243,0.91
66985,134247,0.74
66986,134248,0.7
66987,134249,0.61
66988,134250,0.83
66989,134251,0.79
66990,134253,0.73
66991,134255,0.56
66992,134256,0.88
66993,134261,0.96
66994,134264,0.68
66995,134267,0.8
66996,134272,0.79
66997,134273,0.75
66998,134275,0.87
66999,134283,0.91
67000,134284,0.95
67001,134285,0.89
67002,134286,0.95
67003,134287,0.56
67004,134290,0.76
67005,134291,0.84
67006,134292,0.62
67007,134294,0.75
67008,134296,0.82
67009,134297,0.88
67010,134299,0.84
67011,134300,0.58
67012,134302,0.91
67013,134305,0.8
67014,134306,0.96
67015,134307,0.95
67016,134308,0.81
67017,134310,0.72
67018,134311,0.88
67019,134317,0.63
67020,134319,0.92
67021,134324,0.75
67022,134326,0.23
67023,134330,0.85
67024,134332,0.56
67025,134334,0.29
67026,134336,0.89
67027,134337,0.61
67028,134340,0.76
67029,134341,0.81
67030,134342,0.65
67031,134343,0.81
67032,134344,0.95
67033,134345,0.6
67034,134346,0.79
67035,134347,0.91
67036,134348,0.7
67037,134349,0.67
67038,134353,0.81
67039,134355,0.47
67040,134367,0.83
67041,134368,0.58
67042,134369,0.6
67043,134371,0.73
67044,134374,0.9
67045,134375,0.84
67046,134376,0.78
67047,134377,0.94
67048,134378,0.91
67049,134381,0.77
67050,134382,0.52
67051,134384,0.89
67052,134387,0.88
67053,134390,0.82
67054,134391,0.84
67055,134394,0.67
67056,134395,0.72
67057,134396,0.56
67058,134397,0.69
67059,134399,0.85
67060,134400,0.82
67061,134401,0.48
67062,134402,0.81
67063,134404,0.61
67064,134408,0.95
67065,134411,0.41
67066,134420,0.75
67067,134421,0.92
67068,134424,0.74
67069,134427,0.65
67070,134432,0.73
67071,134434,0.53
67072,134435,0.82
67073,134436,0.81
67074,134438,0.61
67075,134439,0.96
67076,134440,0.78
67077,134442,0.71
67078,134445,0.79
67079,134448,0.56
67080,134454,0.72
67081,134456,0.89
67082,134457,0.71
67083,134459,0.85
67084,134463,0.63
67085,134466,0.9
67086,134467,0.75
67087,134468,0.9
67088,134469,0.85
67089,134471,0.75
67090,134473,0.94
67091,134476,0.93
67092,134477,0.5
67093,134480,0.81
67094,134481,0.77
67095,134482,0.81
67096,134484,0.92
67097,134485,0.94
67098,134486,0.44
67099,134487,0.92
67100,134488,0.79
67101,134490,0.99
67102,134491,0.92
67103,134492,0.81
67104,134493,0.8
67105,134495,0.63
67106,134498,0.61
67107,134499,0.67
67108,134500,0.8
67109,134502,0.8
67110,134503,0.9
67111,134504,0.71
67112,134508,0.86
67113,134511,0.24
67114,134512,0.74
67115,134513,0.6
67116,134515,0.7
67117,134523,0.68
67118,134527,0.56
67119,134528,0.96
67120,134532,0.89
67121,134536,0.91
67122,134538,0.78
67123,134539,0.93
67124,134540,0.59
67125,134541,0.76
67126,134543,0.77
67127,134544,0.88
67128,134548,0.8
67129,134549,0.59
67130,134551,0.84
67131,134552,0.63
67132,134556,0.95
67133,134558,0.72
67134,134560,0.5
67135,134561,0.79
67136,134562,0.81
67137,134564,0.55
67138,134565,0.6
67139,134567,0.73
67140,134568,0.95
67141,134569,0.83
67142,134574,0.98
67143,134576,0.81
67144,134580,0.59
67145,134582,0.77
67146,134583,0.82
67147,134584,0.82
67148,134587,0.39
67149,134592,0.87
67150,134597,0.47
67151,134599,0.86
67152,134600,0.76
67153,134601,0.98
67154,134602,0.81
67155,134605,0.73
67156,134606,0.85
67157,134608,0.98
67158,134609,0.84
67159,134611,0.45
67160,134612,0.71
67161,134613,0.71
67162,134614,0.8
67163,134615,0.8
67164,134620,0.69
67165,134622,0.78
67166,134623,0.65
67167,134625,0.94
67168,134629,0.79
67169,134631,0.94
67170,134633,0.79
67171,134634,0.91
67172,134635,0.84
67173,134637,0.74
67174,134638,0.83
67175,134641,0.79
67176,134644,0.9
67177,134645,0.97
67178,134646,0.61
67179,134647,0.61
67180,134648,0.91
67181,134649,0.78
67182,134653,0.6
67183,134656,0.78
67184,134659,0.84
67185,134663,0.59
67186,134664,0.85
67187,134665,0.94
67188,134667,0.92
67189,134668,0.84
67190,134670,0.58
67191,134672,0.66
67192,134675,0.77
67193,134677,0.73
67194,134678,0.71
67195,134681,0.58
67196,134682,0.9
67197,134684,0.67
67198,134685,0.96
67199,134687,0.77
67200,134689,0.8
67201,134690,0.69
67202,134691,0.96
67203,134692,0.82
67204,134693,0.28
67205,134694,0.9
67206,134696,0.89
67207,134700,0.71
67208,134702,0.68
67209,134703,0.72
67210,134704,0.87
67211,134706,0.63
67212,134708,0.95
67213,134709,0.8
67214,134710,0.76
67215,134712,0.88
67216,134713,0.77
67217,134714,0.95
67218,134715,0.95
67219,134717,0.65
67220,134718,0.78
67221,134720,0.67
67222,134721,0.78
67223,134724,0.82
67224,134725,0.77
67225,134726,0.8
67226,134728,0.79
67227,134731,0.75
67228,134732,0.79
67229,134735,0.91
67230,134736,0.93
67231,134737,0.74
67232,134739,0.7
67233,134741,0.78
67234,134742,0.61
67235,134743,0.8285476190476192
67236,134744,0.93
67237,134745,0.63
67238,134747,0.79
67239,134751,0.66
67240,134753,0.82
67241,134755,0.52
67242,134756,0.73
67243,134757,0.74
67244,134759,0.77
67245,134760,0.63
67246,134767,0.81
67247,134769,0.71
67248,134771,0.42
67249,134775,0.63
67250,134777,0.91
67251,134778,0.96
67252,134779,0.82
67253,134784,0.93
67254,134786,0.2
67255,134787,0.9
67256,134789,0.99
67257,134793,0.95
67258,134797,0.69
67259,134799,0.81
67260,134802,0.57
67261,134803,0.52
67262,134804,0.56
67263,134806,0.75
67264,134807,0.84
67265,134809,0.91
67266,134810,0.71
67267,134811,0.69
67268,134812,0.61
67269,134813,0.97
67270,134818,0.96
67271,134821,0.77
67272,134823,0.67
67273,134825,0.69
67274,134827,0.84
67275,134828,0.64
67276,134829,0.83
67277,134831,0.78
67278,134836,0.87
67279,134837,0.72
67280,134838,0.87
67281,134840,0.66
67282,134844,0.98
67283,134845,0.84
67284,134846,0.68
67285,134848,0.95
67286,134849,0.93
67287,134850,0.94
67288,134851,0.83
67289,134852,0.66
67290,134853,0.63
67291,134857,0.72
67292,134859,0.58
67293,134865,0.86
67294,134866,0.56
67295,134867,0.98
67296,134868,0.73
67297,134875,0.83
67298,134876,0.75
67299,134879,0.8
67300,134881,0.73
67301,134883,0.69
67302,134884,0.82
67303,134885,0.59
67304,134887,0.89
67305,134889,0.31
67306,134891,0.78
67307,134893,0.81
67308,134897,0.82
67309,134898,0.84
67310,134900,0.89
67311,134903,0.92
67312,134907,0.59
67313,134908,0.95
67314,134910,0.87
67315,134911,0.57
67316,134912,0.82
67317,134913,0.66
67318,134914,0.57
67319,134916,0.87
67320,134918,0.84
67321,134919,0.59
67322,134921,0.87
67323,134922,0.92
67324,134923,0.55
67325,134924,0.62
67326,134926,0.62
67327,134927,0.91
67328,134928,0.55
67329,134930,0.8
67330,134932,0.75
67331,134935,0.89
67332,134936,0.91
67333,134937,0.71
67334,134940,0.82
67335,134942,0.78
67336,134943,0.65
67337,134946,0.67
67338,134949,0.86
67339,134952,0.95
67340,134953,0.9
67341,134954,0.84
67342,134957,0.67
67343,134958,0.76
67344,134962,0.84
67345,134963,0.61
67346,134964,0.93
67347,134966,0.74
67348,134968,0.56
67349,134970,0.99
67350,134971,0.87
67351,134972,0.74
67352,134973,0.79
67353,134974,0.77
67354,134979,0.93
67355,134980,0.75
67356,134984,0.53
67357,134986,0.7
67358,134987,0.89
67359,134989,0.82
67360,134990,0.77
67361,134994,0.8
67362,134995,0.98
67363,134996,0.71
67364,134997,0.94
67365,134998,0.93
67366,135000,0.62
67367,135003,0.73
67368,135004,0.75
67369,135007,0.96
67370,135008,0.75
67371,135011,0.7
67372,135013,0.51
67373,135015,0.96
67374,135018,0.64
67375,135020,0.87
67376,135021,0.56
67377,135023,0.73
67378,135025,0.81
67379,135028,0.84
67380,135030,0.84
67381,135031,0.5
67382,135033,0.85
67383,135034,0.69
67384,135035,0.84
67385,135036,0.73
67386,135037,0.81
67387,135038,0.71
67388,135039,0.64
67389,135051,0.87
67390,135052,0.72
67391,135053,0.89
67392,135054,0.87
67393,135055,0.76
67394,135058,0.92
67395,135059,0.9
67396,135061,0.81
67397,135062,0.79
67398,135064,0.37
67399,135067,0.82
67400,135068,0.87
67401,135069,0.87
67402,135072,0.44
67403,135075,0.81
67404,135077,0.92
67405,135078,0.73
67406,135080,0.8
67407,135082,0.96
67408,135085,0.53
67409,135088,0.91
67410,135089,0.81
67411,135091,0.76
67412,135092,0.9
67413,135094,0.78
67414,135096,0.95
67415,135097,0.82
67416,135099,0.63
67417,135100,0.78
67418,135101,0.84
67419,135104,0.91
67420,135106,0.97
67421,135107,0.8
67422,135110,0.79
67423,135111,0.84
67424,135113,0.85
67425,135115,0.82
67426,135116,0.87
67427,135117,0.6
67428,135118,0.93
67429,135119,0.97
67430,135120,0.88
67431,135121,0.62
67432,135123,0.63
67433,135124,0.84
67434,135127,0.82
67435,135128,0.54
67436,135131,0.84
67437,135132,0.53
67438,135134,0.72
67439,135135,0.78
67440,135137,0.91
67441,135139,0.88
67442,135140,0.68
67443,135141,0.74
67444,135143,0.93
67445,135146,0.85
67446,135147,0.57
67447,135148,0.89
67448,135149,0.77
67449,135153,0.65
67450,135158,0.73
67451,135161,0.79
67452,135162,0.89
67453,135164,0.96
67454,135165,0.74
67455,135166,0.86
67456,135167,0.88
67457,135172,0.73
67458,135173,0.74
67459,135179,0.93
67460,135185,0.56
67461,135188,0.79
67462,135190,0.78
67463,135191,0.8
67464,135193,0.85
67465,135194,0.87
67466,135196,0.54
67467,135197,0.92
67468,135198,0.74
67469,135201,0.88
67470,135203,0.71
67471,135204,0.81
67472,135205,0.83
67473,135208,0.91
67474,135209,0.7
67475,135211,0.78
67476,135212,0.96
67477,135214,0.92
67478,135216,0.66
67479,135219,0.71
67480,135222,0.7
67481,135223,0.78
67482,135224,0.77
67483,135227,0.81
67484,135229,0.83
67485,135230,0.83
67486,135231,0.89
67487,135232,0.88
67488,135233,0.86
67489,135238,0.91
67490,135239,0.91
67491,135241,0.54
67492,135242,0.82
67493,135244,0.91
67494,135246,0.8
67495,135250,0.5
67496,135251,0.67
67497,135252,0.75
67498,135256,0.92
67499,135259,0.78
67500,135261,0.89
67501,135262,0.87
67502,135263,0.87
67503,135264,0.82
67504,135265,0.79
67505,135266,0.45
67506,135267,0.78
67507,135268,0.77
67508,135274,0.52
67509,135275,0.87
67510,135276,0.85
67511,135277,0.92
67512,135278,0.64
67513,135279,0.96
67514,135283,0.61
67515,135285,0.57
67516,135286,0.64
67517,135288,0.6
67518,135289,0.84
67519,135290,0.76
67520,135291,0.51
67521,135292,0.97
67522,135294,0.86
67523,135295,0.68
67524,135298,0.89
67525,135300,0.86
67526,135302,0.9
67527,135304,0.69
67528,135309,0.69
67529,135310,0.77
67530,135312,0.94
67531,135313,0.74
67532,135314,1.0
67533,135318,0.77
67534,135319,0.86
67535,135320,0.81
67536,135321,0.75
67537,135324,0.94
67538,135325,0.98
67539,135326,0.7
67540,135327,0.99
67541,135329,0.7
67542,135330,0.96
67543,135332,0.8
67544,135333,0.76
67545,135334,0.74
67546,135335,0.81
67547,135336,0.78
67548,135337,0.91
67549,135338,0.71
67550,135341,0.79
67551,135345,0.67
67552,135347,0.5
67553,135351,0.88
67554,135352,0.85
67555,135354,0.66
67556,135359,0.65
67557,135360,0.81
67558,135361,0.75
67559,135365,0.64
67560,135366,0.79
67561,135367,0.72
67562,135369,0.78
67563,135371,0.74
67564,135372,0.97
67565,135373,0.93
67566,135375,0.65
67567,135378,0.78
67568,135379,0.79
67569,135381,0.79
67570,135383,0.87
67571,135389,0.82
67572,135390,0.45
67573,135391,0.71
67574,135392,0.59
67575,135393,0.75
67576,135394,0.74
67577,135395,0.59
67578,135396,0.97
67579,135398,0.86
67580,135399,0.53
67581,135404,0.72
67582,135406,0.87
67583,135408,0.76
67584,135411,0.56
67585,135412,0.9
67586,135414,0.95
67587,135415,0.64
67588,135418,0.42
67589,135419,0.81
67590,135420,0.66
67591,135422,0.9
67592,135424,0.65
67593,135427,0.89
67594,135430,0.73
67595,135431,0.91
67596,135434,0.8
67597,135436,0.75
67598,135437,0.5
67599,135438,0.68
67600,135441,0.64
67601,135443,0.6
67602,135452,0.43
67603,135454,0.91
67604,135455,0.71
67605,135456,0.88
67606,135458,0.71
67607,135459,0.82
67608,135460,0.72
67609,135461,0.78
67610,135462,0.56
67611,135465,0.53
67612,135466,0.86
67613,135467,0.9
67614,135470,0.62
67615,135472,0.58
67616,135474,0.95
67617,135475,0.94
67618,135476,0.89
67619,135479,0.9
67620,135481,0.95
67621,135482,0.62
67622,135483,0.84
67623,135484,1.0
67624,135485,0.56
67625,135491,0.76
67626,135492,0.65
67627,135493,0.86
67628,135494,0.81
67629,135496,0.68
67630,135497,0.61
67631,135499,0.75
67632,135502,0.72
67633,135503,0.78
67634,135505,0.73
67635,135506,0.86
67636,135507,0.99
67637,135508,0.71
67638,135509,0.67
67639,135514,0.57
67640,135516,0.95
67641,135518,0.96
67642,135522,0.79
67643,135524,0.88
67644,135528,0.52
67645,135535,0.71
67646,135538,0.9
67647,135540,0.75
67648,135541,0.86
67649,135542,0.7
67650,135543,0.87
67651,135545,0.82
67652,135549,0.69
67653,135550,0.75
67654,135551,0.7
67655,135552,0.8
67656,135554,0.74
67657,135556,0.94
67658,135557,0.85
67659,135561,0.74
67660,135565,0.79
67661,135567,0.9
67662,135568,0.71
67663,135571,0.84
67664,135574,0.73
67665,135575,0.9
67666,135578,0.8
67667,135579,0.7
67668,135585,0.86
67669,135586,0.63
67670,135588,0.75
67671,135590,0.81
67672,135592,0.52
67673,135596,0.76
67674,135599,0.71
67675,135601,0.64
67676,135607,0.92
67677,135608,0.65
67678,135609,0.42
67679,135612,0.79
67680,135613,0.87
67681,135617,0.65
67682,135619,0.85
67683,135620,0.72
67684,135621,0.69
67685,135622,0.58
67686,135623,0.48
67687,135628,0.75
67688,135629,0.82
67689,135630,0.95
67690,135632,0.98
67691,135633,0.57
67692,135635,0.83
67693,135639,0.66
67694,135640,0.69
67695,135647,0.93
67696,135648,0.87
67697,135649,0.76
67698,135651,0.93
67699,135653,0.67
67700,135656,0.85
67701,135658,0.82
67702,135659,0.91
67703,135662,0.89
67704,135663,0.92
67705,135664,0.97
67706,135665,0.58
67707,135666,0.6
67708,135670,0.85
67709,135673,0.69
67710,135674,0.91
67711,135675,0.8
67712,135677,0.67
67713,135680,0.77
67714,135682,0.84
67715,135684,0.8
67716,135688,0.68
67717,135690,0.68
67718,135692,0.88
67719,135693,0.73
67720,135698,0.67
67721,135699,0.73
67722,135700,0.87
67723,135703,0.68
67724,135704,0.34
67725,135705,0.91
67726,135707,0.58
67727,135710,0.51
67728,135715,0.72
67729,135716,0.9
67730,135719,0.66
67731,135723,0.47
67732,135728,0.65
67733,135729,0.58
67734,135732,0.41
67735,135733,0.85
67736,135735,0.56
67737,135736,0.63
67738,135737,0.71
67739,135739,0.79
67740,135744,0.81
67741,135745,0.69
67742,135752,0.75
67743,135753,0.95
67744,135754,0.79
67745,135757,0.92
67746,135758,0.84
67747,135762,0.62
67748,135764,0.77
67749,135765,0.76
67750,135766,0.26
67751,135767,0.56
67752,135776,0.79
67753,135779,0.51
67754,135780,0.63
67755,135782,0.94
67756,135783,0.65
67757,135784,0.83
67758,135785,0.83
67759,135786,0.81
67760,135787,0.55
67761,135789,0.81
67762,135796,0.74
67763,135797,0.74
67764,135802,0.85
67765,135803,0.5
67766,135805,0.85
67767,135806,0.84
67768,135807,0.91
67769,135810,0.81
67770,135812,0.79
67771,135815,0.87
67772,135816,0.68
67773,135819,0.62
67774,135822,0.88
67775,135823,0.78
67776,135824,0.5
67777,135825,0.72
67778,135826,0.92
67779,135828,0.49
67780,135829,0.93
67781,135831,0.88
67782,135832,0.83
67783,135833,0.98
67784,135835,0.95
67785,135839,0.34
67786,135840,0.81
67787,135841,0.9
67788,135842,0.84
67789,135843,0.8
67790,135844,0.8
67791,135848,0.75
67792,135849,0.72
67793,135853,0.87
67794,135854,0.81
67795,135855,0.8
67796,135858,0.67
67797,135860,0.85
67798,135861,0.97
67799,135862,0.88
67800,135863,0.81
67801,135864,0.74
67802,135868,0.84
67803,135870,0.4
67804,135871,0.77
67805,135872,0.69
67806,135873,0.78
67807,135874,0.8
67808,135876,0.67
67809,135877,0.96
67810,135878,0.69
67811,135881,0.82
67812,135883,0.87
67813,135890,0.8985476190476192
67814,135891,0.88
67815,135892,0.58
67816,135893,0.93
67817,135894,0.89
67818,135897,0.95
67819,135898,0.96
67820,135901,0.67
67821,135902,0.74
67822,135903,0.81
67823,135904,0.7
67824,135907,0.91
67825,135909,0.69
67826,135910,0.55
67827,135912,0.78
67828,135915,0.81
67829,135916,0.98
67830,135917,0.93
67831,135918,0.57
67832,135919,0.72
67833,135920,0.79
67834,135922,0.74
67835,135924,0.68
67836,135927,0.75
67837,135929,0.79
67838,135936,0.71
67839,135939,0.68
67840,135940,0.88
67841,135942,0.73
67842,135943,0.86
67843,135944,0.84
67844,135945,0.56
67845,135946,0.82
67846,135948,0.77
67847,135950,0.66
67848,135954,0.94
67849,135956,0.77
67850,135957,0.67
67851,135958,0.65
67852,135961,0.79
67853,135967,0.75
67854,135968,0.6
67855,135969,0.51
67856,135971,0.64
67857,135973,0.52
67858,135975,0.61
67859,135980,0.75
67860,135982,0.93
67861,135984,0.45
67862,135987,0.75
67863,135988,0.67
67864,135989,0.99
67865,135990,0.69
67866,135992,0.94
67867,135993,0.92
67868,135994,0.66
